s1,s2,Re(z_ex.tm),Im(z_ex.tm),Abs(z_ex.tm),Arg(z_ex.tm),Re(z_ex.te),Im(z_ex.te),Abs(z_ex.te),Arg(z_ex.te)
+0.00000000E+00,+0.00000000E+00,+3.33066907E-16,+8.63172101E-01,+8.63172101E-01,+1.57079633E+00,+1.66533454E-16,+9.93830658E-01,+9.93830658E-01,+1.57079633E+00
+1.47948687E-01,+0.00000000E+00,+4.44089210E-16,+8.56352564E-01,+8.56352564E-01,+1.57079633E+00,-2.77555756E-16,+9.89541701E-01,+9.89541701E-01,+1.57079633E+00
+2.95897374E-01,+0.00000000E+00,-5.55111512E-17,+8.36234396E-01,+8.36234396E-01,+1.57079633E+00,+2.77555756E-16,+9.76915667E-01,+9.76915667E-01,+1.57079633E+00
+4.43846061E-01,+0.00000000E+00,+4.99600361E-16,+8.03795171E-01,+8.03795171E-01,+1.57079633E+00,-1.11022302E-16,+9.56641939E-01,+9.56641939E-01,+1.57079633E+00
+5.91794748E-01,+0.00000000E+00,+5.55111512E-17,+7.60528533E-01,+7.60528533E-01,+1.57079633E+00,+5.55111512E-16,+9.29767299E-01,+9.29767299E-01,+1.57079633E+00
+7.39743436E-01,+0.00000000E+00,+3.33066907E-16,+7.08272781E-01,+7.08272781E-01,+1.57079633E+00,-1.38777878E-16,+8.97568323E-01,+8.97568323E-01,+1.57079633E+00
+8.87692123E-01,+0.00000000E+00,+4.16333634E-17,+6.49023538E-01,+6.49023538E-01,+1.57079633E+00,-2.77555756E-17,+8.61414400E-01,+8.61414400E-01,+1.57079633E+00
+1.03564081E+00,+0.00000000E+00,-5.55111512E-17,+5.84762200E-01,+5.84762200E-01,+1.57079633E+00,+1.66533454E-16,+8.22645449E-01,+8.22645449E-01,+1.57079633E+00
+1.18358950E+00,+0.00000000E+00,+1.38777878E-16,+5.17321709E-01,+5.17321709E-01,+1.57079633E+00,-1.11022302E-16,+7.82479751E-01,+7.82479751E-01,+1.57079633E+00
+1.33153818E+00,+0.00000000E+00,-2.08166817E-17,+4.48298703E-01,+4.48298703E-01,+1.57079633E+00,-2.46330734E-16,+7.41957243E-01,+7.41957243E-01,+1.57079633E+00
+1.47948687E+00,+0.00000000E+00,-1.11022302E-16,+3.79010410E-01,+3.79010410E-01,+1.57079633E+00,+5.55111512E-17,+7.01915544E-01,+7.01915544E-01,+1.57079633E+00
+1.62743556E+00,+0.00000000E+00,-2.60208521E-17,+3.10487893E-01,+3.10487893E-01,+1.57079633E+00,-5.55111512E-17,+6.62991351E-01,+6.62991351E-01,+1.57079633E+00
+1.77538425E+00,+0.00000000E+00,+1.38777878E-17,+2.43494663E-01,+2.43494663E-01,+1.57079633E+00,-1.11022302E-16,+6.25638481E-01,+6.25638481E-01,+1.57079633E+00
+1.92333293E+00,+0.00000000E+00,+6.93889390E-18,+1.78560082E-01,+1.78560082E-01,+1.57079633E+00,+2.70616862E-16,+5.90154700E-01,+5.90154700E-01,+1.57079633E+00
+2.07128162E+00,+0.00000000E+00,+2.08166817E-17,+1.16019014E-01,+1.16019014E-01,+1.57079633E+00,+6.93889390E-16,+5.56711369E-01,+5.56711369E-01,+1.57079633E+00
+2.21923031E+00,+0.00000000E+00,-1.38777878E-17,+5.60517920E-02,+5.60517920E-02,+1.57079633E+00,+9.43689571E-16,+5.25381995E-01,+5.25381995E-01,+1.57079633E+00
+2.36717899E+00,+0.00000000E+00,-1.19370659E-16,-1.27913787E-03,+1.27913787E-03,-1.57079633E+00,+1.02695630E-15,+4.96167518E-01,+4.96167518E-01,+1.57079633E+00
+2.51512768E+00,+0.00000000E+00,-1.82145965E-16,-5.59976667E-02,+5.59976667E-02,-1.57079633E+00,+8.46545056E-16,+4.69017434E-01,+4.69017434E-01,+1.57079633E+00
+2.66307637E+00,+0.00000000E+00,-1.94289029E-16,-1.08188107E-01,+1.08188107E-01,-1.57079633E+00,+6.73072709E-16,+4.43846686E-01,+4.43846686E-01,+1.57079633E+00
